range_0061	1.21.1	[1.21, 1.21.3]
range_0062	1.21.1	[1.21, 1.22)
range_0063	1.21.1	[1.21,)
range_0064	1.21.1	[1.21,1.21.1)
range_0065	1.21.1	[1.21,1.21.1]
range_0066	1.21.1	[1.21,1.21.2)
range_0067	1.21.1	[1.21,1.22)
range_0068	1.21.1	[1.21,1.30)
range_0069	1.21.1	[1.21.1, 1.21.2)
range_0070	1.21.1	[1.21.1, 1.22)
range_0071	1.21.1	[1.21.1,)
range_0072	1.21.1	[1.21.1,1.21.2)
range_0073	1.21.1	[1.21.1,1.21.8]
range_0074	1.21.1	[1.21.1,1.22)
range_0075	1.21.1	[1.21.1]
range_0076	1.21.1-1.0.0-neoforge	[1.0.0,)
range_0077	1.21.1-2.6.21	[0,)
range_0078	1.21.1-2.6.21	[1.21-2.3.0,)
range_0079	1.21.1-3.0.17	*
range_0080	1.21.1-3.0.17	[1.21-2.29.0,)
range_0081	1.21.1-3.0.17	[1.21-2.30.0,]
range_0082	1.21.1-3.0.17	[1.21.1-3.0.14,)
range_0083	1.21.1-3.6.8	*
range_0084	1.21.1-4.1.0.3	[4.1.0.0,)
range_0085	1.21.1-4.1.0.3	[4.1.0.8,)
range_0086	1.21.1-NeoForge-5.1.6	[1.21.1-NeoForge-5.1.2,)
range_0087	1.21.1-NeoForge-5.1.6	[1.21.1-NeoForge-5.1.3,)
range_0088	1.21.1-NeoForge-5.1.6	[1.21.1-NeoForge-5.1.4,)
range_0089	1.21.1-NeoForge-5.1.6	[1.21.1-NeoForge-5.1.5,)
range_0090	1.21.1-NeoForge-5.1.6	[1.21.1-NeoForge-5.1.6,)
range_0091	1.3.0	[1.2.0,)
range_0092	1.3.2	[1.2.6,)
range_0093	1.3.2	[1.2.7,)
range_0094	1.3.2	[1.3.0,)
range_0095	1.3.2	[1.3.1,)
range_0096	1.44.2	[1.40.2,)
range_0097	1.44.2	[1.44.0,)
range_0098	1.5.10	[1.2.0,)
range_0099	1.5.10	[1.5.1,)
range_0100	1.5.2	[1.0.2,)
range_0101	1.6.0	(1.6.0,)
range_0102	1.63.0-1.21.1	[1.62.0,)
range_0103	1.7.1	[1.0,)
range_0104	1.7.10+beta4	[1.5,)
range_0105	1.7.10+beta4	[1.6.0,)
range_0106	1.7.10+beta4	[1.7.7,)
range_0107	1.7.10+beta4	[1.7.9,)
range_0108	1.7.3+1.21.1-neoforge	*
range_0109	1.7.3+1.21.1-neoforge	[1.6.2,)
range_0110	1.8.14-beta.1+mc1.21.1	[1.8.1,)
range_0111	1.9.9	[1.9.0,)
range_0112	13.0.8	[13.0.8,)
range_0113	13.0.8	[5.12.42,)
range_0114	15.0.140	[15.0.0,)
range_0115	15.0.140	[15.0.127,)
range_0116	19.27.0.340	[15.8.0.11,)
range_0117	19.27.0.340	[19.19.3,)
range_0118	2.0.1	[1.2.0,)
range_0119	2.0.1	[1.2.2,)
range_0120	2.0.4+1.21.1	[1,)
range_0121	2.1.0.2	[2.1.0.0,)
range_0122	2.1.2	[2.1.2,)
range_0123	2.13.41	[2.13.37,)
range_0124	2.3.3+1.21.1	[2.2.0,)
range_0125	2.3.3+1.21.1	[2.3.0,)
range_0126	2.4.0	[1.3.0,)
range_0127	21.0.10	[21.0,)
range_0128	21.0.10	[21.0.8,)
range_0129	21.0.10	[21.0.9,)
range_0130	21.0.166	*
range_0131	21.0.166	21.1.225
range_0132	21.0.166	[*,)
range_0133	21.0.166	[0,)
range_0134	21.0.166	[1,)
range_0135	21.0.166	[20,)
range_0136	21.0.166	[20.2,)
range_0137	21.0.166	[20.2.86,)
range_0138	21.0.166	[20.4,)
range_0139	21.0.166	[20.4.167,)
range_0140	21.0.166	[20.4.72-beta,)
range_0141	21.0.166	[20.5,)
range_0142	21.0.166	[21,)
range_0143	21.0.166	[21.0,)
range_0144	21.0.166	[21.0-beta,)
range_0145	21.0.166	[21.0.0,)
range_0146	21.0.166	[21.0.0-beta,)
range_0147	21.0.166	[21.0.110-beta, 21.2.0)
range_0148	21.0.166	[21.0.110-beta,)
range_0149	21.0.166	[21.0.110-beta,21.2.0)
range_0150	21.0.166	[21.0.111-beta,)
range_0151	21.0.166	[21.0.118-beta,)
range_0152	21.0.166	[21.0.143, )
range_0153	21.0.166	[21.0.143,)
range_0154	21.0.166	[21.0.20-beta,)
range_0155	21.0.166	[21.0.31-beta,)
range_0156	21.0.166	[21.0.67,)
range_0157	21.0.166	[21.0.76-beta,)
range_0158	21.0.166	[21.0.78-beta,)
range_0159	21.0.166	[21.1,)
range_0160	21.0.166	[21.1.0,)
range_0161	21.0.166	[21.1.115,)
range_0162	21.0.166	[21.1.150,)
range_0163	21.0.166	[21.1.162,)
range_0164	21.0.166	[21.1.169,)
range_0165	21.0.166	[21.1.174,)
range_0166	21.0.166	[21.1.176,)
range_0167	21.0.166	[21.1.192,)
range_0168	21.0.166	[21.1.201,)
range_0169	21.0.166	[21.1.206,)
range_0170	21.0.166	[21.1.209,)
range_0171	21.0.166	[21.1.21,)
range_0172	21.0.166	[21.1.218,)
range_0173	21.0.166	[21.1.219,)
range_0174	21.0.166	[21.1.226,)
range_0175	21.0.166	[21.1.228,)
range_0176	21.0.166	[21.1.230,)
range_0177	21.0.166	[21.1.233,)
range_0178	21.0.166	[21.1.4,)
range_0179	21.0.166	[21.1.47,)
range_0180	21.0.166	[21.1.60,)
range_0181	21.0.166	[21.1.61,)
range_0182	21.0.166	[21.1.72,)
range_0183	21.0.166	[21.1.82,)
range_0184	21.0.166	[21.1.9,21.2)
range_0185	21.0.166	[21.1.97,)
range_0186	21.0.166	[4,)
range_0187	21.0.24	[21.0,)
range_0188	21.0.24	[21.0.14,)
range_0189	21.0.24	[21.0.16,)
range_0190	21.1.1	*
range_0191	21.1.11	[21.1, 21.2)
range_0192	21.1.249	*
range_0193	21.1.249	21.1.225
range_0194	21.1.249	[*,)
range_0195	21.1.249	[0,)
range_0196	21.1.249	[1,)
range_0197	21.1.249	[20,)
range_0198	21.1.249	[20.2,)
range_0199	21.1.249	[20.2.86,)
range_0200	21.1.249	[20.4,)
range_0201	21.1.249	[20.4.167,)
range_0202	21.1.249	[20.4.72-beta,)
range_0203	21.1.249	[20.5,)
range_0204	21.1.249	[21,)
range_0205	21.1.249	[21.0,)
range_0206	21.1.249	[21.0-beta,)
range_0207	21.1.249	[21.0.0,)
range_0208	21.1.249	[21.0.0-beta,)
range_0209	21.1.249	[21.0.110-beta, 21.2.0)
range_0210	21.1.249	[21.0.110-beta,)
range_0211	21.1.249	[21.0.110-beta,21.2.0)
range_0212	21.1.249	[21.0.111-beta,)
range_0213	21.1.249	[21.0.118-beta,)
range_0214	21.1.249	[21.0.143, )
range_0215	21.1.249	[21.0.143,)
range_0216	21.1.249	[21.0.20-beta,)
range_0217	21.1.249	[21.0.31-beta,)
range_0218	21.1.249	[21.0.67,)
range_0219	21.1.249	[21.0.76-beta,)
range_0220	21.1.249	[21.0.78-beta,)
range_0221	21.1.249	[21.1,)
range_0222	21.1.249	[21.1.0,)
range_0223	21.1.249	[21.1.115,)
range_0224	21.1.249	[21.1.150,)
range_0225	21.1.249	[21.1.162,)
range_0226	21.1.249	[21.1.169,)
range_0227	21.1.249	[21.1.174,)
range_0228	21.1.249	[21.1.176,)
range_0229	21.1.249	[21.1.192,)
range_0230	21.1.249	[21.1.201,)
range_0231	21.1.249	[21.1.206,)
range_0232	21.1.249	[21.1.209,)
range_0233	21.1.249	[21.1.21,)
range_0234	21.1.249	[21.1.218,)
range_0235	21.1.249	[21.1.219,)
range_0236	21.1.249	[21.1.226,)
range_0237	21.1.249	[21.1.228,)
range_0238	21.1.249	[21.1.230,)
range_0239	21.1.249	[21.1.233,)
range_0240	21.1.249	[21.1.4,)
range_0241	21.1.249	[21.1.47,)
range_0242	21.1.249	[21.1.60,)
range_0243	21.1.249	[21.1.61,)
range_0244	21.1.249	[21.1.72,)
range_0245	21.1.249	[21.1.82,)
range_0246	21.1.249	[21.1.9,21.2)
range_0247	21.1.249	[21.1.97,)
range_0248	21.1.249	[4,)
range_0249	21.1.52	[21.1.15,)
range_0250	21.1.52	[21.1.7,)
range_0251	21.1.81	[21.1, 21.2)
range_0252	26.4.2	[26.4.0,)
range_0253	3.0.0	[1.0.0,)
range_0254	3.0.0	[1.1.0,)
range_0255	3.0.0	[3.0.0-alpha.1,)
range_0256	3.0.10	[3.0.0,3.1.0)
range_0257	3.0.11	*
range_0258	3.0.11	[3.0.0,)
range_0259	3.0.12	[3.0.0,)
range_0260	3.1.2	[3.1.1,)
range_0261	3.1.7	[3.1.5,)
range_0262	3.7	[1.21-1.4,)
range_0263	4.0	*
range_0264	4.0	[0,)
range_0265	4.0	[1,)
range_0266	4.0	[2,)
range_0267	4.0	[3,)
range_0268	4.0	[4,)
range_0269	4.0	[4,500)
range_0270	4.0.0	[4.0.0,)
range_0271	4.0.6	[4.0.0,)
range_0272	4.1-480	*
range_0273	4.1.0.8	[4.1.0.0,)
range_0274	4.1.0.8	[4.1.0.8,)
range_0275	4.7	[0,)
range_0276	4.8.4	[4.5.5,)
range_0277	4.8.4	[4.7,)
range_0278	4.8.4	[4.7.6,)
range_0279	4.8.9+1.21.1	[4.8.9+1.21.1,)
range_0280	5.11.0	[5.3.0,)
range_0281	5.11.0	[5.8,)
range_0282	6.0.10	*
range_0283	6.0.10	[0.6.0.9,)
range_0284	6.0.10	[1.21.1-6.0.2,)
range_0285	6.0.10	[6.0.0,]
range_0286	6.0.10	[6.0.10,)
range_0287	6.0.10	[6.0.10,6.1.0)
range_0288	6.0.10	[6.0.7,)
range_0289	6.0.10	[6.0.7,6.1.0)
range_0290	6.0.10	[6.0.9,7.0.0)
range_0291	8.25	[8.25,)
range_0292	9.5.1+1.21.1	[9.2.0,)
